,Item_Outlet_Sales,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,years_established,item_identifier_meanordinal
0,3735.138,0.46205124259677666,1.0,0.5291095890410958,0.9691475723649647,1.0,0.5833333333333286,0.6666666666666667,0.0,0.0,0.5454703735027313,0.8586774305327924
1,443.4228,0.16967016526732137,0.0,0.3261986301369863,0.20223402830949833,0.20512820512820512,1.0,0.6666666666666667,1.0,0.3333333333333333,0.0,0.12680633469754723
2,2097.27,0.8712794632875336,1.0,0.3090753424657534,0.7043677019598915,1.0,0.5833333333333286,0.6666666666666667,0.0,0.0,0.5454703735027313,0.23076130627382296
3,732.38,0.9312922968130071,0.0,1.0,0.8216485416630035,0.0,0.5416666666666714,0.0,1.0,1.0,0.5861595645954432,0.4912106539797896
4,994.7052,0.43577126039860925,1.0,0.7243150684931506,0.25337411039648616,0.07692307692307693,0.0833333333333286,1.0,1.0,0.0,0.946872350149087,0.09164895061670583
5,556.6088,0.534104992400456,0.0,0.5,0.23155948713076135,0.20512820512820512,1.0,0.6666666666666667,1.0,0.3333333333333333,0.0,0.18625734006387143
6,343.5528,0.7104449578545042,0.0,0.9726027397260273,0.2851575401932993,0.07692307692307693,0.0833333333333286,1.0,1.0,0.0,0.946872350149087,0.12382816524157822
7,4022.7636,0.6586315517838741,1.0,0.9726027397260273,0.5769115503243474,0.4358974358974359,0.0,0.6666666666666667,1.0,0.6666666666666667,0.9999999999999996,0.2799372256465076
8,1076.5986,0.821312911552915,0.0,0.6780821917808219,0.5276944257390901,0.8974358974358974,0.7083333333333286,0.0,0.5,0.0,0.4118507329479075,0.2149151970930069
9,4710.535,0.9312922968130071,0.0,0.6780821917808219,0.8360933840357729,0.17948717948717952,0.9166666666666714,0.0,0.5,0.0,0.13681180273691806,0.3183981569064498
10,1516.0266,0.6161689873185427,1.0,1.0,0.17508340832708424,1.0,0.5833333333333286,0.6666666666666667,0.0,0.0,0.5454703735027313,0.10312547244658091
11,2187.153,0.9072510507919451,0.0,0.5291095890410958,0.7125061354247424,0.9230769230769231,0.5,0.3333333333333333,0.0,0.0,0.6251875012556658,0.3627560242374294
12,1589.2646,0.7757954947655119,0.0,1.0,0.7169150791310233,1.0,0.5833333333333286,0.6666666666666667,0.0,0.0,0.5454703735027313,0.2878522528259831
13,2145.2076,0.874967917743821,0.0,0.9726027397260273,0.6258399193066544,0.9230769230769231,0.5,0.3333333333333333,0.0,0.0,0.6251875012556658,0.2588797212882924
14,1977.426,0.8272790552210192,1.0,1.0,0.8570302138256833,0.07692307692307693,0.0833333333333286,1.0,1.0,0.0,0.946872350149087,0.28834674133942695
15,1547.3192,0.4408256687213774,0.0,0.03938356164383561,0.27454031921191313,0.9230769230769231,0.5,0.3333333333333333,0.0,0.0,0.6251875012556658,0.11319184575597474
16,1621.8888,0.6161689873185427,1.0,0.3904109589041096,0.6086522009946402,0.20512820512820512,1.0,0.6666666666666667,1.0,0.3333333333333333,0.0,0.30066400067430243
17,718.3982,0.4408256687213774,0.0,0.03938356164383561,0.2576848753705274,1.0,0.5833333333333286,0.6666666666666667,0.0,0.0,0.5454703735027313,0.11319184575597474
18,2303.668,0.6586315517838741,1.0,0.12842465753424656,0.6002215336379004,0.4358974358974359,0.0,0.6666666666666667,1.0,0.6666666666666667,0.9999999999999996,0.2173555300164963
19,2748.4224,0.6960594323787082,1.0,0.5291095890410958,0.9316889000143473,0.641025641025641,0.7916666666666714,0.3333333333333333,0.5,0.0,0.31112063438445325,0.5611695402567968
20,3775.086,0.919383277511691,0.0,0.9726027397260273,0.9711288895498833,0.07692307692307693,0.0833333333333286,1.0,1.0,0.0,0.946872350149087,0.5441434016688986
21,4064.0432,0.6586315517838741,0.0,0.5,0.7139096330461889,0.4358974358974359,0.0,0.6666666666666667,1.0,0.6666666666666667,0.9999999999999996,0.31726468648277645
22,1587.2672,0.7539980816252998,1.0,0.7243150684931506,0.8571864521298611,0.641025641025641,0.7916666666666714,0.3333333333333333,0.5,0.0,0.31112063438445325,0.43578138149066337
23,214.3876,0.6586315517838741,1.0,0.5,0.5766153418081608,0.23076923076923078,0.0,0.3333333333333333,0.0,1.0,0.9999999999999996,0.29489496801745696
24,4078.025,0.7198607166744853,0.0,0.6780821917808219,0.77571697229933,0.9230769230769231,0.5,0.3333333333333333,0.0,0.0,0.6251875012556658,0.42732049036777575
25,838.908,0.6788620109272943,1.0,0.7243150684931506,0.17881574121253974,0.17948717948717952,0.9166666666666714,0.0,0.5,0.0,0.13681180273691806,0.09455219757063785
26,1065.28,0.33520036471727344,0.0,0.9726027397260273,0.1407738553455682,0.641025641025641,0.7916666666666714,0.3333333333333333,0.5,0.0,0.31112063438445325,0.09778884965863432
27,,0.17021665918384232,0.0,0.5291095890410958,0.17475958145056203,0.0,0.5416666666666714,0.0,1.0,1.0,0.5861595645954432,0.06839889275245203
28,178.4344,0.6586315517838741,0.0,0.5008561643835616,0.15525745813771863,0.23076923076923078,0.0,0.3333333333333333,0.0,1.0,0.9999999999999996,0.07596673440909557
29,125.8362,0.9329758400394026,1.0,0.5291095890410958,0.2698333618937767,0.0,0.5416666666666714,0.0,1.0,1.0,0.5861595645954432,0.10721410041488336
30,163.7868,0.9107406657425463,1.0,0.3904109589041096,0.5251425241316521,0.20512820512820512,1.0,0.6666666666666667,1.0,0.3333333333333333,0.0,0.34193131479625766
31,2741.7644,0.9142115695311255,1.0,0.9726027397260273,0.9817822692904943,0.20512820512820512,1.0,0.6666666666666667,1.0,0.3333333333333333,0.0,0.7364881950232728
32,3068.0064,0.8840981397064664,1.0,0.1601027397260274,0.5089001761545462,0.8974358974358974,0.7083333333333286,0.0,0.5,0.0,0.4118507329479075,0.24344461554722185
33,2174.5028,0.8712794632875336,1.0,0.3261986301369863,0.8027713066500568,0.9230769230769231,0.5,0.3333333333333333,0.0,0.0,0.6251875012556658,0.4153853357932888
34,2085.2856,0.5090278490356095,1.0,0.3904109589041096,0.720847941102198,1.0,0.5833333333333286,0.6666666666666667,0.0,0.0,0.5454703735027313,0.3104554351592571
35,3791.0652,0.6586315517838741,0.0,1.0,0.6574481882975389,0.4358974358974359,0.0,0.6666666666666667,1.0,0.6666666666666667,0.9999999999999996,0.3086151512029744
36,2797.6916,0.42994605118325535,0.0,0.3261986301369863,0.6368596942052966,0.20512820512820512,1.0,0.6666666666666667,1.0,0.3333333333333333,0.0,0.27740056379182776
37,1609.9044,0.6586315517838741,0.0,0.9726027397260273,0.07803884132864836,0.4358974358974359,0.0,0.6666666666666667,1.0,0.6666666666666667,0.9999999999999996,0.03040917051424931
38,388.1614,0.6586315517838741,1.0,0.9726027397260273,0.4803793108355596,0.4358974358974359,0.0,0.6666666666666667,1.0,0.6666666666666667,0.9999999999999996,0.23785753753818034
39,2180.495,0.6960594323787082,1.0,0.5291095890410958,0.9318912199132678,0.9230769230769231,0.5,0.3333333333333333,0.0,0.0,0.6251875012556658,0.5611695402567968
40,3435.528,0.4959501920148339,1.0,0.3090753424657534,0.6498616297242927,0.07692307692307693,0.0833333333333286,1.0,1.0,0.0,0.946872350149087,0.30156307069874594
41,2150.534,0.7080694615898295,1.0,0.9726027397260273,0.8485732110394197,1.0,0.5833333333333286,0.6666666666666667,0.0,0.0,0.5454703735027313,0.626651807037096
42,2527.3768,1.0,1.0,0.5008561643835616,0.9876714259878199,0.20512820512820512,1.0,0.6666666666666667,1.0,0.3333333333333333,0.0,0.7502552047725632
43,6768.5228,0.6350899754176278,0.0,0.5008561643835616,0.6517187940842875,0.07692307692307693,0.0833333333333286,1.0,1.0,0.0,0.946872350149087,0.22295063543647037
44,373.5138,0.2221561137420034,1.0,0.5291095890410958,0.8113001002656288,0.0,0.5416666666666714,0.0,1.0,1.0,0.5861595645954432,0.6282176873296683
45,358.2004,0.9446396151606036,1.0,0.3904109589041096,0.741352989878671,0.8974358974358974,0.7083333333333286,0.0,0.5,0.0,0.4118507329479075,0.4521011079164988
46,2428.8384,0.5090278490356095,1.0,0.5008561643835616,0.9970790638969111,0.8974358974358974,0.7083333333333286,0.0,0.5,0.0,0.4118507329479075,0.7620554988433837
47,5815.0972,0.8071742713691012,0.0,0.5,0.3085371689185401,0.9230769230769231,0.5,0.3333333333333333,0.0,0.0,0.6251875012556658,0.15321651666557404
48,2576.646,0.6586315517838741,0.0,0.5291095890410958,0.8580663923489698,0.23076923076923078,0.0,0.3333333333333333,0.0,1.0,0.9999999999999996,0.5739812881051162
49,780.3176,0.31324054540290946,1.0,0.3904109589041096,0.7117642171444158,0.9230769230769231,0.5,0.3333333333333333,0.0,0.0,0.6251875012556658,0.4382217144141528
50,3134.5864,0.5215291329472411,1.0,0.6780821917808219,0.7040295933013243,0.07692307692307693,0.0833333333333286,1.0,1.0,0.0,0.946872350149087,0.30841847963512736
51,850.8924,0.5021950325813855,0.0,0.5008561643835616,0.6154775293785089,0.07692307692307693,0.0833333333333286,1.0,1.0,0.0,0.946872350149087,0.18333536248443016
52,810.9444,0.5645155633851051,1.0,1.0,0.8568800997914101,0.17948717948717952,0.9166666666666714,0.0,0.5,0.0,0.13681180273691806,0.3895820260917613
53,3121.2704,0.6350899754176278,1.0,0.7243150684931506,0.7357456212773159,0.17948717948717952,0.9166666666666714,0.0,0.5,0.0,0.13681180273691806,0.47110198959379956
54,4815.0656,0.3568491631946542,1.0,0.9726027397260273,0.9677103706055199,0.20512820512820512,1.0,0.6666666666666667,1.0,0.3333333333333333,0.0,0.5426743854682455
55,6258.52,0.45470119762922656,1.0,0.7243150684931506,0.5699329588515321,0.8974358974358974,0.7083333333333286,0.0,0.5,0.0,0.4118507329479075,0.26462092558723854
56,2117.244,0.3934622549775353,1.0,0.12842465753424656,0.09125979549618313,1.0,0.5833333333333286,0.6666666666666667,0.0,0.0,0.5454703735027313,0.0829626230367963
57,796.9626,0.7757954947655119,1.0,0.9726027397260273,0.852420271085065,0.9230769230769231,0.5,0.3333333333333333,0.0,0.0,0.6251875012556658,0.5117206889124061
58,4910.275,0.6586315517838741,1.0,0.5008561643835616,0.8163392740693478,0.23076923076923078,0.0,0.3333333333333333,0.0,1.0,0.9999999999999996,0.4459601385531127
59,892.172,0.5090278490356095,1.0,1.0,0.9637099542543246,0.20512820512820512,1.0,0.6666666666666667,1.0,0.3333333333333333,0.0,0.8166852412036298
60,3185.1872,0.3621500974312548,0.0,0.3090753424657534,0.4789480582017269,0.8974358974358974,0.7083333333333286,0.0,0.5,0.0,0.4118507329479075,0.12575741966902984
61,1062.6168,0.6586315517838741,1.0,1.0,0.09412240616032452,0.4358974358974359,0.0,0.6666666666666667,1.0,0.6666666666666667,0.9999999999999996,0.05259559642994276
62,484.7024,0.6586315517838741,0.0,0.6780821917808219,0.22854009639100248,0.23076923076923078,0.0,0.3333333333333333,0.0,1.0,0.9999999999999996,0.056116954025679684
63,147.8076,0.6586315517838741,1.0,0.9726027397260273,0.9802682945252612,0.4358974358974359,0.0,0.6666666666666667,1.0,0.6666666666666667,0.9999999999999996,0.6109180816093354
64,2543.356,0.878635474329025,1.0,0.9726027397260273,0.8301068185595013,0.0,0.5416666666666714,0.0,1.0,1.0,0.5861595645954432,0.62166410904435
65,184.4266,0.9363298475723774,1.0,0.3090753424657534,0.7965947720195077,0.641025641025641,0.7916666666666714,0.3333333333333333,0.5,0.0,0.31112063438445325,0.4799160867977186
66,4865.6664,0.7104449578545042,0.0,0.5291095890410958,0.8316074171894785,0.8974358974358974,0.7083333333333286,0.0,0.5,0.0,0.4118507329479075,0.4532811373235809
67,1118.544,0.874967917743821,1.0,0.3261986301369863,0.7752406569445411,0.8974358974358974,0.7083333333333286,0.0,0.5,0.0,0.4118507329479075,0.3375071410509754
68,2302.3364,0.4147751926435619,1.0,0.3904109589041096,0.5222184655912425,0.9230769230769231,0.5,0.3333333333333333,0.0,0.0,0.6251875012556658,0.2610112664712438
69,2027.361,0.7968827667483493,0.0,0.9726027397260273,0.7900684291855096,0.9230769230769231,0.5,0.3333333333333333,0.0,0.0,0.6251875012556658,0.40894574674321243
